,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
0,-0.6495866693654856,-0.39395577028310597,-0.1842963656777353,-0.14645500917980747,-0.3206414799517468,-0.10752661033067541,-0.0604805583154597,-0.038353849065140166,-1.480140534473364e-17,1.8642809419898917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.6495866693654856,-0.39395577028310597,-0.1842963656777353,-0.14645500917980747,-0.3206414799517468,-0.10752661033067541,-0.0604805583154597,-0.038353849065140166,-1.480140534473364e-17,1.8642809419898917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.6495866693654856,-0.39395577028310597,-0.1842963656777353,-0.14645500917980747,-0.3206414799517468,-0.10752661033067541,-0.0604805583154597,-0.038353849065140166,-1.480140534473364e-17,1.8642809419898917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-0.6495866693654856,-0.39395577028310597,-0.1842963656777353,-0.14645500917980747,-0.3206414799517468,-0.10752661033067541,-0.0604805583154597,-0.038353849065140166,-1.480140534473364e-17,1.8642809419898917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-0.6495866693654856,-0.39395577028310597,-0.1842963656777353,-0.14645500917980747,-0.3206414799517468,-0.10752661033067541,-0.0604805583154597,-0.038353849065140166,-1.480140534473364e-17,1.8642809419898917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-0.6495866693654856,-0.39395577028310597,-0.1842963656777353,-0.14645500917980747,-0.3206414799517468,-0.10752661033067541,-0.0604805583154597,-0.038353849065140166,-1.480140534473364e-17,1.8642809419898917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-0.6495866693654856,-0.39395577028310597,-0.1842963656777353,-0.14645500917980747,-0.3206414799517468,-0.10752661033067541,-0.0604805583154597,-0.038353849065140166,-1.480140534473364e-17,1.8642809419898917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.6495866693654856,-0.39395577028310597,-0.1842963656777353,-0.14645500917980747,-0.3206414799517468,-0.10752661033067541,-0.0604805583154597,-0.038353849065140166,-1.480140534473364e-17,1.8642809419898917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-0.6495866693654856,-0.39395577028310597,-0.1842963656777353,-0.14645500917980747,-0.3206414799517468,-0.10752661033067541,-0.0604805583154597,-0.038353849065140166,-1.480140534473364e-17,1.8642809419898917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-0.6495866693654856,-0.39395577028310597,-0.1842963656777353,-0.14645500917980747,-0.3206414799517468,-0.10752661033067541,-0.0604805583154597,-0.038353849065140166,-1.480140534473364e-17,1.8642809419898917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,-0.6495866693654856,-0.39395577028310597,-0.1842963656777353,-0.14645500917980747,-0.3206414799517468,-0.10752661033067541,-0.0604805583154597,-0.038353849065140166,-1.480140534473364e-17,1.8642809419898917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,-0.6495866693654856,-0.39395577028310597,-0.1842963656777353,-0.14645500917980747,-0.3206414799517468,-0.10752661033067541,-0.0604805583154597,-0.038353849065140166,-1.480140534473364e-17,1.8642809419898917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,-0.6495866693654856,-0.39395577028310597,-0.1842963656777353,-0.14645500917980747,-0.3206414799517468,-0.10752661033067541,-0.0604805583154597,-0.038353849065140166,-1.480140534473364e-17,1.8642809419898917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,-0.6495866693654856,-0.39395577028310597,-0.1842963656777353,-0.14645500917980747,-0.3206414799517468,-0.10752661033067541,-0.0604805583154597,-0.038353849065140166,-1.480140534473364e-17,1.8642809419898917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,-0.6495866693654856,-0.39395577028310597,-0.1842963656777353,-0.14645500917980747,-0.3206414799517468,-0.10752661033067541,-0.0604805583154597,-0.038353849065140166,-1.480140534473364e-17,1.8642809419898917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.7832723201009454,-1.1542983497116939,-0.6933340146633169,5.283756036444773,1.4711724988611767,-0.6419244438754593,-0.1921576948132571,0.0528235941305248,-4.2556980960362554e-17,6.570210485793639e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2.0067082168921258,0.30615752625505305,0.8770126175951136,0.441886213952306,0.03732384181400294,3.26725128263254,-0.8452717701318722,-0.09043145386235928,8.234310930996756e-17,4.639838503552783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1.603700705463513,1.1763429073444904,1.3536731326483016,0.5627808366388757,0.18539714718396869,1.4667336206834882,2.023269810491231,-0.3596257725971528,-1.8133485903850713e-16,4.639838503552783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.6925350185405325,2.464262797041456,5.338872522410882,-0.03704720971337726,0.6081908789225698,-1.3984904881638098,-0.922651052135536,-0.0401484675330615,6.84653215021531e-17,1.0190953626678565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1.528042784274905,7.56645667480601,-2.7064306211527707,0.0034942252985429136,0.03500406327674382,-0.399433998216634,-0.3592917524686412,-0.01975957554298629,2.561067087484302e-16,-5.141145879827976e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,-1.0047695951040019,-0.6596070262985277,-0.7321471469044452,-1.845686091762562,4.929819513804222,0.16141684058363046,0.034351245481746166,0.0012215195601477258,4.986767435444013e-16,-3.4217967358327694e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,-0.6495866693654856,-0.39395577028310597,-0.1842963656777353,-0.14645500917980747,-0.3206414799517468,-0.10752661033067541,-0.0604805583154597,-0.038353849065140166,-1.480140534473364e-17,1.8642809419898917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,-0.6495866693654856,-0.39395577028310597,-0.1842963656777353,-0.14645500917980747,-0.3206414799517468,-0.10752661033067541,-0.0604805583154597,-0.038353849065140166,-1.480140534473364e-17,1.8642809419898917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.10057344311382817,0.10383012706723005,0.3414730975577354,-0.13514466214996176,-0.25413613131090446,1.312292468768288,-0.6522777722347206,0.7457205239982067,5.4587533694338643e-17,4.639838503552783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,-0.30243406831478437,0.9740155081566673,0.8181336126109238,-0.01425003946339212,-0.10606282594093869,-0.48822519318076385,2.216263808388383,0.47652620526341316,-1.952126468463216e-16,4.639838503552783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,8.233691231708134,-2.5040889887154605,-0.7270295208699825,-1.1842341164692467,-0.1732379076241562,-1.0215612722870961,-0.03214309795267744,0.039104256951208435,-3.7562388834790953e-16,-1.6176843208168903e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,-0.6495866693654856,-0.39395577028310597,-0.1842963656777353,-0.14645500917980747,-0.3206414799517468,-0.10752661033067541,-0.0604805583154597,-0.038353849065140166,-1.480140534473364e-17,1.8642809419898917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,-0.6495866693654856,-0.39395577028310597,-0.1842963656777353,-0.14645500917980747,-0.3206414799517468,-0.10752661033067541,-0.0604805583154597,-0.038353849065140166,-1.480140534473364e-17,1.8642809419898917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,-0.6495866693654856,-0.39395577028310597,-0.1842963656777353,-0.14645500917980747,-0.3206414799517468,-0.10752661033067541,-0.0604805583154597,-0.038353849065140166,-1.480140534473364e-17,1.8642809419898917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,-0.6495866693654856,-0.39395577028310597,-0.1842963656777353,-0.14645500917980747,-0.3206414799517468,-0.10752661033067541,-0.0604805583154597,-0.038353849065140166,-1.480140534473364e-17,1.8642809419898917e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
